頻道名稱,傳送門,頻道加入時間,影片數,觀看次數,訂閱數,所屬
八爺阿卡｜B1,https://www.youtube.com/@akka_b1,2021-07-27,16,1280,112,B1俱樂部
參二 Ch. Sanni,https://www.youtube.com/@sanni3222,2021-12-21,54,1703,112,
沄觀測電報,https://www.youtube.com/@user-qp8nz8zi6q,2022-01-01,16,6231,113,
蛸波ヤエカ -Takonami Yaeka-,https://www.youtube.com/@-takonamiyaeka-2898,2021-03-01,20,2567,113,
馬特斯‧文迪 Matex Vamdy ,https://www.youtube.com/@matexvamdy9899,2021-05-31,43,12319,113,
迷茫旅克 Lucas Blu Ch,https://www.youtube.com/@lucasblu,2021-08-10,59,3650,113,
法蘭,https://www.youtube.com/@user-bv4on3fx8v,2021-05-07,93,39231,114,回家部
貓一ˇ巴（貓18）,https://www.youtube.com/@cattail_18,2021-07-21,96,1751,114,
Samejima Izumi Ch. 鮫島泉,https://www.youtube.com/@samejima1zumi,2021-08-16,10,1058,115,
熊丸 帕多魯,https://www.youtube.com/@user-lo2or6vo4u,2021-12-04,20,1864,115,
Yuki Nyanko,https://www.youtube.com/@yukinyanko,2012-04-26,28,9224,115,
夜瀬ゆうと - Yoruse Yuuto,https://www.youtube.com/@yoruseyuuto,2020-12-27,145,6635,115,
涅婭ニャ,https://www.youtube.com/@ucnya,2017-07-18,9,1451,116,
宙 星奈,https://www.youtube.com/@user-fh2lc8eh2l,2022-02-17,21,1276,116,
無所未la. TV,https://www.youtube.com/@wswl-tv,2022-09-13,10,5817,117,無所未la.
日見陽太Yota Ch.,https://www.youtube.com/@yotach.6089,2022-03-21,7,2042,117,
draykate,https://www.youtube.com/@draykate5807,2021-12-04,8,1034,117,
Portal Of Realism [ON HIATUS],https://www.youtube.com/@portalofrealism,2022-04-03,38,4439,117,
石綾&BB CH.,https://www.youtube.com/@bbch.6395,2021-09-08,2,240,118,
Yuhi ch.幽火,https://www.youtube.com/@yuhich.3209,2016-08-09,3,171,118,
影月 Eigetsu,https://www.youtube.com/@eigetsu7565,2014-10-18,137,3416,118,
鈴音アオイ,https://www.youtube.com/@suzune_aoi,2021-10-12,231,8807,118,
Peace 2 Animation Studio,https://www.youtube.com/@peace2animationstudio,2020-09-03,140,15560,119,Peace² Studio
初雨夜夜子,https://www.youtube.com/@drizzlingnight,2018-10-29,26,12580,119,
疾風柳橙uoytopo Ch.,https://www.youtube.com/@uoytopoch.3566,2017-04-25,36,1931,119,
安特薩斯,https://www.youtube.com/@user-os1ew3em7x,2012-08-04,118,2905,119,
Sou Ch. 雷獸。蒼,https://www.youtube.com/@souch.3555,2021-06-13,26,1697,120,
小巴姬,https://www.youtube.com/@user-jt5bc3dw4m,2020-12-21,6,911,122,超異界通信+
影川玥,https://www.youtube.com/@kakeshiwamoe,2022-08-17,17,3272,122,
梓神月【HKVtuber】,https://www.youtube.com/@azusakamitsuki,2020-08-07,236,4917,122,
dreißigtausend TKIY,https://www.youtube.com/@dreiigtausendtkiy9746,2021-04-29,3,229,123,
ZIJI Ch. 紫薊,https://www.youtube.com/@zijich.,2022-12-17,42,2645,123,
Edward Hosson 【HK vtuber】,https://www.youtube.com/@pd_00,2020-08-25,200,10055,123,
御鳥 Mitori Channel,https://www.youtube.com/@mitorichannel2341,2020-08-31,760,3801,123,
夢聆 MonLing,https://www.youtube.com/@monling,2022-11-22,17,1024,124,
空太醬油ShouYu Ch.,https://www.youtube.com/@shouyuch.4156,2020-01-23,35,10314,124,
Yachitose Oldman,https://www.youtube.com/@yachitoseoldman2509,2022-02-22,26,1978,126,
小雜碎 Channel,https://www.youtube.com/@bk20112,2013-09-29,32,1062,126,
鹿娜です,https://www.youtube.com/@user-co7bd9lm3y,2021-05-17,76,2945,126,
伊格·斯奈克Snake ch.,https://www.youtube.com/@snake_vt,2022-02-26,48,3423,127,Sexy Monkey
ZheChi Ch. 赭赤,https://www.youtube.com/@zhechich.871,2021-11-21,19,7359,127,
 【Petrichor🦘】諾亞·希爾維斯特 ch,https://www.youtube.com/@noahsilvester1116,2021-12-02,27,2092,127,
露諾夜雪,https://www.youtube.com/@lunosakuya,2022-08-25,42,1936,127,
ReiNaaaaa,https://www.youtube.com/@0na_77,2021-06-08,2,369,128,晨星與月
SAKU 綻櫻創作工作室,https://www.youtube.com/@saku4863,2021-07-23,2,3479,128,綻櫻創作工作室
烏萊 Uriah Ch. 圖奇備份站,https://www.youtube.com/@uriahch.0616,2021-12-11,4,533,128,
藍瑗,https://www.youtube.com/@user-pv4du5bv7c,2021-06-20,68,4830,128,
古古·歐拉拉,https://www.youtube.com/@euleragugu,2022-09-15,63,3851,129,光映島
犬張子Inu hariko,https://www.youtube.com/@quanzi_ch,2022-07-18,5,437,129,
榟棋 Ziqi,https://www.youtube.com/@ziqi,2022-05-24,47,2600,129,
雪花冰櫻,https://www.youtube.com/@user-qm5ss5ji7x,2014-02-12,55,487,130,椛花夜露
Sei Channel,https://www.youtube.com/@seichannel1370,2020-07-06,6,1362,131,E.M project
神生璃空 Riku Ch.,https://www.youtube.com/@kamioriku,2021-04-14,24,3230,131,
墨青 玄(konjyo gen)Ch.,https://www.youtube.com/@konjyogench.,2021-12-17,32,2209,131,
Yushang語熵 equals 言吾火商,https://www.youtube.com/@yushang,2017-12-05,42,2203,131,
李雀喜ウリィー社畜Vtuber💊ch.,https://www.youtube.com/@tracysobusy,2021-03-19,165,5105,131,
水月 Izuki [ HK Vtuber ],https://www.youtube.com/@izukihkvtuber387,2019-06-09,17,2151,132,
夜雪 - Lanuit Yuki,https://www.youtube.com/@lanuit_yuki,2020-02-27,45,1774,132,
冬尋 Fuyuhiro Ch.,https://www.youtube.com/@dongxun9843,2022-04-02,84,1603,132,
桜鈴未,https://www.youtube.com/@user-uw2mp6ye6j,2022-05-27,26,431,133,秋の月
買買 Maimai ch.【梅錢買米】,https://www.youtube.com/@mai_takalomay,2023-01-28,3,333,133,梅錢買米
奇洛 Qi-Luo ch.,https://www.youtube.com/@qi-luoch.714,2021-07-07,1,813,133,
銀兔 GinUsagi Ch.,https://www.youtube.com/@gin.usagi_vtuber,2021-03-06,3,382,134,
八岐野,https://www.youtube.com/@user-sg1sj2tk8j,2016-08-13,21,1472,134,
陳建宏 Kevin Ch.,https://www.youtube.com/@kevinch.8895,2021-06-22,37,4588,134,
LankLoyal忠誠的雲雀[HKVtuber],https://www.youtube.com/@hibari_hkvtuber,2021-04-03,86,6469,134,
青円炎也AomaruEnya Ch.,https://www.youtube.com/@aomaruenyach.7543,2021-02-16,92,3505,134,
 kamishiromiya Ch. 神白みや,https://www.youtube.com/@kamishiromiya,2022-08-11,2,118,135,林間小鎮
卡珥斯法托爾 Karls&Fator Ch.,https://www.youtube.com/@karlsfatorch.4646,2021-04-03,12,2828,135,Missing失蹤人口
綿貫純惠,https://www.youtube.com/@sumieeechannel,2022-05-09,40,2572,136,2VR_Studio
蜜莉恩,https://www.youtube.com/@milian_626,2022-10-08,66,5003,136,光映島
mr.tsaboo Ch. 擦布微糖,https://www.youtube.com/@mr.tsabooch.1736,2022-06-08,34,3390,136,林間小鎮
Four 404,https://www.youtube.com/@four404,2022-06-08,3,626,136,
阿戴adai🦊🐋,https://www.youtube.com/@adaigaming,2022-09-08,15,1381,136,
肉粒Yoluv,https://www.youtube.com/@yoluv9234,2020-11-11,47,1285,136,
Ca-希耶,https://www.youtube.com/@ca-0510,2011-07-15,1160,63143,136,
Stardust Live,https://www.youtube.com/@stardustlivevt,2022-11-17,2,470,137,Stardust Live
糕糕みお,https://www.youtube.com/@user-px8fu1hg3y,2020-07-17,279,2827,137,
維奧萊特 crypto,https://www.youtube.com/@crypto-ed1lk,2022-02-28,24,3781,138,
莓芙琳 meifurin,https://www.youtube.com/@meifurin7565,2022-04-13,54,3454,138,
電話詅 【Danwariing】,https://www.youtube.com/@danwariing,2018-05-25,62,5505,138,
麒麟Kirin,https://www.youtube.com/@kirinmk2,2020-10-26,295,5548,138,
羽煙 - yvinn -,https://www.youtube.com/@yvinn,2021-12-25,17,7857,139,
慕沫柯 夏可尼拉 Mumoko Shaconila【BYO-2126】,https://www.youtube.com/@mumoko_byo2126,2022-10-16,7,926,140,波游
Kumoji Hanasaki,https://www.youtube.com/@kumojihanasaki,2021-12-06,20,2614,140,My Friends
瓴奈 Lingna Ch.,https://www.youtube.com/@lingnach.7979,2022-04-19,9,1531,140,
見夢ルラ×Miyumerura,https://www.youtube.com/@-miyumerura2020,2021-05-28,58,1947,140,
亞夙ヤス,https://www.youtube.com/@yasu_dayo,2014-04-11,17,380,141,Kiseki Plain
金時芋子 Kintoki Imoko,https://www.youtube.com/@kintokiimoko,2022-02-10,29,1925,141,
夜狼星Yoro Ch.,https://www.youtube.com/@yorokamoshi_art,2022-01-17,38,3649,141,
玉草.chたまくさ,https://www.youtube.com/@ch-bi7qb,2021-02-03,4,663,142,
貓音憂瀰*yuumi,https://www.youtube.com/@yuumi_nekone,2022-02-25,8,1707,142,
伊哇 Iwa Midorin,https://www.youtube.com/@iwamidorinnn,2022-04-05,94,5466,142,
千島ねう-Chishima Neu-,https://www.youtube.com/@-chishimaneu-9603,2022-04-17,105,1930,142,
幹話系大學生🎓琉遠 Ryuyan,https://www.youtube.com/@ryuyan1005,2022-03-06,19,1285,143,
馨壬絲雀 .chスズメ,https://www.youtube.com/@shinokisuzumevtuber9203,2018-06-08,8,454,144,
楚琳有琴 ch.,https://www.youtube.com/@chu0,2022-07-01,27,1809,144,
栗松三鼠三Kurimatsu33,https://www.youtube.com/@kurimatsu33,2021-12-12,30,2454,144,
赤月红 Ch.,https://www.youtube.com/@littlereddd,2021-04-10,106,5343,144,
圖圖 tutu Ch.,https://www.youtube.com/@tutu.ch.,2021-06-18,127,6251,144,
Hope Demeter Ch. 霍普迪米特,https://www.youtube.com/@hopedemeterch.8850,2022-03-05,156,1152,144,
🐢玄武與竹哥🐍 ,https://www.youtube.com/@xuanwubango,2021-10-27,157,5218,144,
Ayame Ch. 花崎あやめ,https://www.youtube.com/@v_hanasakiayame,2022-01-17,63,2429,145,林間小鎮
Shika シカ Ch. 『SweabsMY』,https://www.youtube.com/@shikach.sweabsmy1859,2020-08-07,14,2472,145,SweabsMY
AngelDonna Ch. 天使多娜,https://www.youtube.com/@angeldonnach.9450,2021-10-11,41,4163,145,
佐司JorsinKTH 【Vtuber】,https://www.youtube.com/@jorsinkth1860,2017-12-08,241,9667,145,
水天一色 繪圖兔兔,https://www.youtube.com/@mizutenisyoku,2011-10-09,324,18198,145,
蝦米_しゃみぃ,https://www.youtube.com/@xiamii1209,2012-05-02,11,15147,146,
Otozaka yuki ch. 音坂ゆき,https://www.youtube.com/@otozakayuki,2020-09-08,43,804,146,
Ain Ch. 牛若艾因 عين ,https://www.youtube.com/@ushiwaka_ain,2021-06-03,89,3939,146,
Keter七草焔鬼,https://www.youtube.com/@keter535,2013-07-23,155,2627,147,2VR_Studio
靛汐 Indigoshio Ch.,https://www.youtube.com/@indigoshioch.9002,2021-12-31,106,3787,147,地下軼樓
黎鴞 Ly. fei,https://www.youtube.com/@lyfei,2022-02-10,4,101,147,貓麻生產社
浮璃 瓦萊利 Ch.【Mystic Project 所屬】,https://www.youtube.com/@fuil_valerie_,2013-10-09,2,156,147,Mystic Project
八貓 Ba Mao,https://www.youtube.com/@bamao,2020-12-07,33,2080,147,
江月英 Renee  ch. ,https://www.youtube.com/@reneech,2021-09-29,22,3723,148,
Gin ch. 銀,https://www.youtube.com/@gin_sama_ch,2022-01-18,62,4609,148,
LUN channel,https://www.youtube.com/@lunchannel9964,2016-08-15,77,3036,148,
StRineOffice,https://www.youtube.com/@strineoffice,2021-07-09,8,2957,149,StRine Office
珈琲モカ,https://www.youtube.com/@kohimoka,2012-04-03,22,2416,149,
松風豪,https://www.youtube.com/@user-ij4vg3lg6y,2021-04-20,106,4840,149,
西沢ルリナ Ch.西澤琉璃奈,https://www.youtube.com/@rurina_ruririn,2022-12-30,1,641,150,拍咪呀
咲やま 亞麻 Yama Ch.,https://www.youtube.com/@sakiyamaa,2022-05-28,2,969,150,
石咚 sDone ch.,https://www.youtube.com/@sdone_vt,2021-12-17,76,3587,150,
Aoi Shouko Ch. 蒼井翔子,https://www.youtube.com/@aoishoukoch,2021-04-20,5,1703,151,
Shiraha Minto Ch. 白葉ミント ,https://www.youtube.com/@shirahamintoch.4569,2016-05-06,19,2154,151,
伊甸白水 Eden&White Ch.,https://www.youtube.com/@edenwhitech.3698,2021-11-05,32,2839,151,
菲魯Firuru,https://www.youtube.com/@firuru3348,2022-01-27,104,4686,151,
Aorëa Ch. KiraRemy,https://www.youtube.com/@kiraremy,2020-02-13,53,3637,152,曙光學院
AzuuSaru『SweabsMY』,https://www.youtube.com/@azuusaru-sweabsmy,2015-01-08,25,6023,152,SweabsMY
Fox Ch. 阿狐,https://www.youtube.com/@foxch.8867,2021-06-12,23,2102,152,
基利斯 Karit ch.,https://www.youtube.com/@karit.0920,2022-03-18,36,1086,152,
魚寶Yubao,https://www.youtube.com/@yubao0327,2021-10-24,250,7374,153,
小膽子 little sea ko VTuber,https://www.youtube.com/@littleseakovtuber5528,2022-04-24,1,395,154,
鈴木ロータス,https://www.youtube.com/@ch.brighteststarvtuber4376,2021-08-04,21,1919,155,
DeerJin ch.陸井然,https://www.youtube.com/@deerjinch.1470,2021-05-24,30,3132,156,艋舺會社
Sunna Ch. 旅人蘇娜 Sunna the Voyager,https://www.youtube.com/@sunna_auralia,2021-12-09,68,4857,156,AURALIA Project
鬼熊隊長Kumaichi,https://www.youtube.com/@kumaichi2242,2021-07-22,136,4159,156,
啾比Cupi.Ch【HKvtuber】,https://www.youtube.com/@cupi.hkvtuber,2022-05-25,18,2286,157,
Rei Ch. 詩芥 礼,https://www.youtube.com/@reishiaku,2021-07-09,20,1509,157,
稻荷狐桃 ch.,https://www.youtube.com/@ch.6546,2021-07-25,20,2506,157,
帕里托ch.,https://www.youtube.com/@ch.3061,2022-02-04,9,1430,158,
Roro Ch. 星願落落,https://www.youtube.com/@dropoxo,2021-08-13,35,3742,158,
魚翅_Yuuya,https://www.youtube.com/@_yuuya4416,2020-12-14,61,2061,158,
俛冕 Ch. Fumain Asmodeus,https://www.youtube.com/@ch.fumainasmodeus,2021-09-09,375,17886,158,
水樹椿Tsubaki【出道準備中】,https://www.youtube.com/@tsubaki0069,2022-05-04,6,3438,159,
Akane ch. 緋音,https://www.youtube.com/@akane_2023,2022-12-31,47,6374,159,
Diria Julie / 迪妮雅・朱莉【HKVtuber】,https://www.youtube.com/@diriajulie,2015-04-10,117,7024,159,
ChihaOlivia♡SweabsMY♡,https://www.youtube.com/@chihaoliviasweabsmy5024,2021-12-12,15,6595,160,SweabsMY
Yenn Ch. 蒂畋五葉朵,https://www.youtube.com/@yennin2361,2022-02-04,4,1217,160,
Itsu Reini Ch. 伊津レイニ,https://www.youtube.com/@itsureinich.2185,2021-06-04,19,1305,161,超異界通信+
ノテアユグNotiaYug,https://www.youtube.com/@notiayug5997,2019-10-31,194,14469,161,
優拉Yora Ch.,https://www.youtube.com/@yorach.897,2015-07-15,646,6709,161,
杜蘭黑德列斯 - Durand Headless -,https://www.youtube.com/@-durandheadless-4356,2021-06-17,59,3111,162,
Miki Aoboshi Ch.,https://www.youtube.com/@mikiaoboshi,2021-07-09,7,566,163,
Single Dog Ch. 月君,https://www.youtube.com/@singledogch.6721,2022-02-05,17,2144,163,
Nate Ch. 浅神ネイト,https://www.youtube.com/@asashinneito,2021-12-31,72,4377,163,
星楓starmaple_ch.,https://www.youtube.com/@starmaple_vtuber,2020-05-14,89,4220,163,
泉川喵_Izumikawa Nya,https://www.youtube.com/@_izumikawanya,2022-09-06,62,5680,164,九藏喵窩
Gebuse Ch.下伏ノボル,https://www.youtube.com/@gebusech.8465,2021-07-13,4,247,164,
阿招 Maneki ,https://www.youtube.com/@maneki4414,2022-05-15,9,2931,164,
泉夕也 Ch. IzumiYuuya,https://www.youtube.com/@ch.izumiyuuya4976,2021-07-02,26,955,164,
Fuchi Shiro.淵白,https://www.youtube.com/@fuchishiro.,2021-06-25,278,7839,164,
Lium WinterField_Ch,https://www.youtube.com/@liumwinterfield_ch670,2021-12-12,57,4870,165,Eticlas
Kojiro Ch. 佐佐小刺郎,https://www.youtube.com/@sasakojiro,2022-04-05,13,778,165,
夜川庫堤亞 Kuteia ch.,https://www.youtube.com/@kuteiach.649,2021-01-30,386,10338,165,
長野冰玖Nagano binjiu,https://www.youtube.com/@naganobinjiu2499,2020-04-03,20,2068,166,
Ah Ying Ch. 晶盈,https://www.youtube.com/@ahyingjy,2020-03-06,63,12075,166,
吉祥物マスコット【hkvtuber】,https://www.youtube.com/@masukotto,2021-04-24,5,2775,167,
Marika Sumiko Ch. 澄心 マリカ,https://www.youtube.com/@marikasumikoch,2021-06-22,15,1159,167,
如月七海Nanami ch.,https://www.youtube.com/@nanami77733,2022-10-02,19,1464,167,
艾米莉絲♡ Amilice Ch.,https://www.youtube.com/@-amilicech,2021-09-04,4,961,168,
阿爾文.阿魯卡[香港vtuber],https://www.youtube.com/@alvinaluka1215,2020-12-10,62,4198,168,
ekumi Ch.心造エクミ,https://www.youtube.com/@shinzouekumi,2021-08-04,49,2909,169,
雪野真白,https://www.youtube.com/@user-ch4fy4rj8v,2021-12-16,20,1027,170,托帕酒館
Feronia Valens_ch,https://www.youtube.com/@feroniavalens,2021-12-14,29,1594,170,Eticlas
逢坂竜 ch. aisacaryuu 混沌遜泡vt,https://www.youtube.com/@ch.aisacaryouvt5353,2017-09-02,15,1425,171,
愛德爾•白雪 Eder Ch.,https://www.youtube.com/@ederch.9517,2022-04-10,49,3253,171,
葬天夜 Ch.,https://www.youtube.com/@tianye,2021-08-10,38,1939,172,
楓兔,https://www.youtube.com/@user-gy2tt4wi1p,2021-09-16,29,2248,173,
羽海雲姬,https://www.youtube.com/@yukai_yunji,2022-06-21,15,2717,174,林間小鎮
Kyon Ch. 竹取キョン,https://www.youtube.com/@kyonch.2838,2021-06-07,37,2528,174,
☆星鈴☆ 【Hosi Suzu】《HKVtuber》,https://www.youtube.com/@-hosisuzu-hkvtuber,2021-07-10,10,2059,175,
精靈飛飛🦋 #vtuber,https://www.youtube.com/@vtuber9596,2021-10-10,33,19691,175,
長谷川大神,https://www.youtube.com/@user-ht5fq4yu4k,2021-03-19,49,3043,175,
Evelia Cridland,https://www.youtube.com/@eveliacridland,2022-02-20,1,143,176,
犬犬波利呦,https://www.youtube.com/@user-cq4yu7cc5n,2022-03-16,37,3604,176,
夏賀円那Maru💤1000衝刺中,https://www.youtube.com/@maruna4450,2023-02-17,51,4207,176,
天晴蕪羽 Ch.-可愛的呆呆人偶(⁎˃ᆺ˂)-,https://www.youtube.com/@ch.angel2012,2016-07-05,203,4710,176,
Shu8,https://www.youtube.com/@shu8117,2021-08-04,12,1496,177,
Craneey Dobi,https://www.youtube.com/@craneeydobi9397,2021-03-12,25,2567,177,
艾菈絲EihrazVT-channel,https://www.youtube.com/@eihrazvtchannel,2019-04-28,68,1559,177,
見習石頭公_玖桃,https://www.youtube.com/@user-of1mu9tl6s,2021-08-07,31,3667,180,
芙蕾．伊莉法 ch.,https://www.youtube.com/@ch.5706,2021-08-01,42,3180,180,
Rie Pieterson Ch. 栗夜,https://www.youtube.com/@riepieterson,2022-07-03,74,1954,180,
蛛楠·柏葛Junnen·berg Ch.,https://www.youtube.com/@junnenbergch.8170,2022-04-22,10,619,181,異世界瘋食堂
SOLIPark,https://www.youtube.com/@solipark,2018-11-16,13,6303,181,
Midori Ch.七夜小綠,https://www.youtube.com/@midorich.6044,2013-12-19,68,1980,181,
Yako Ch.芽口,https://www.youtube.com/@yakochvtuber,2021-06-16,12,1553,182,
MouMou 某某同學,https://www.youtube.com/@moumou1713,2021-08-01,37,3327,182,
[ 帕克 / C7 ] 马来西亚vtuber,https://www.youtube.com/@pakec77,2021-05-26,57,4380,182,
Horror Live 葙砡HsiangVi,https://www.youtube.com/@hsiangvi,2015-03-25,183,4536,182,
焦糖雪比 Ch.,https://www.youtube.com/@ch.4277,2021-03-09,149,3350,183,
姬紅（Beni）,https://www.youtube.com/@beni8462,2021-06-04,10,1496,184,超異界通信+
紫妍&宏宏,https://www.youtube.com/@user-ls8mf8xy9u,2022-03-12,12,1297,184,
樂媞絲 Lettice Ch.,https://www.youtube.com/@letticech.9614,2021-09-04,45,2634,184,
Rynx Twinx 伶克司,https://www.youtube.com/@rynxtwinx3418,2021-01-14,86,11066,184,
Weaver Wisford ch.威沃爾·威斯福,https://www.youtube.com/@weaverwisford.,2014-04-02,250,37083,184,
Skunk Ch. 黑崎白夜【香港VTuber】 ,https://www.youtube.com/@skunkch.vtuber8355,2021-05-23,66,8314,185,
ZT,https://www.youtube.com/@zt8617,2013-04-13,176,48751,185,
ひびきCh. - Taki Hibiki,https://www.youtube.com/@ch.-takihibiki3131,2014-07-24,178,6172,185,
RougaCh. 夏月狼牙,https://www.youtube.com/@natrouga,2021-02-10,39,1777,186,
月月牌橘子果醬,https://www.youtube.com/@huskyun111,2021-01-13,49,10696,187,徒步旅行
綾アヤ,https://www.youtube.com/@user-fp8px2zq3x,2022-09-02,7,2595,187,書
Rosalia Elina Ch. 【HKVtuber】,https://www.youtube.com/@rosaliaelinach.hkvtuber9463,2021-05-13,23,3506,187,
Kyoku曲 Ch.,https://www.youtube.com/@kyokuch.4499,2020-12-15,155,17897,187,
Maru Ch. 丸太郎【HKvtuber】,https://www.youtube.com/@maruch.hkvtuber2988,2020-10-08,14,1839,188,
卡洛梅里斯 Coral Ch.,https://www.youtube.com/@coralmeris0823,2022-03-26,24,3812,188,
狐依琉璃,https://www.youtube.com/@sakura_wa01,2021-05-11,82,5482,188,
嘎旋,https://www.youtube.com/@shen_0828,2016-10-21,173,2499,189,NPC
莓谷かか,https://www.youtube.com/@strawberry0908,2015-05-25,2,1672,189,
麻曙君君 Mochi Kyun Ch. ,https://www.youtube.com/@mochikyunkyun,2022-05-16,79,8380,189,
芢森巧遇外星虎★ZoryaTygrea,https://www.youtube.com/@zoryatygrea,2021-04-01,92,4442,189,
夢星NekoMeru Ch.,https://www.youtube.com/@nekomeruch.1357,2020-12-26,214,5905,189,
Yagi Ch. 黑木ヤギ,https://www.youtube.com/@yagi.kuroki,2021-07-19,28,4227,190,
打工人小森 - Sen ch.,https://www.youtube.com/@-sench.8322,2021-09-01,39,1403,191,
YORO Ch.,https://www.youtube.com/@yoroch.5953,2021-08-31,60,7561,191,
幕亞連 Maku ARen ch.,https://www.youtube.com/@makuarench.1114,2021-03-19,83,6921,191,
楠玖Nan-joy🦈【Mystic Project 所屬】,https://www.youtube.com/@nan-joy,2022-07-06,31,4216,192,Mystic Project
雨羊AmeHitsuji,https://www.youtube.com/@amehitsuji304,2020-08-18,41,4399,192,
墨玖璽   Merujushiru,https://www.youtube.com/@merujushiru,2021-02-02,49,16573,192,
憐祿.LelouLU,https://www.youtube.com/@leloulu,2021-05-17,53,4639,192,
蕭兔Leo Ch.【巷口最口愛代表】,https://www.youtube.com/@leoch.2657,2022-08-08,29,3944,193,巷口工作室
Furu夫顱 ch. 【HKvtuber】,https://www.youtube.com/@furuch.hkvtuber,2016-05-18,51,5538,193,
《ACGU》碧源霞 Azure Origin,https://www.youtube.com/@acgu-azureorigin,2023-02-01,3,1053,194,長庚大學漫畫研習社
柳承知 ch.,https://www.youtube.com/@liuchengzhivtuber,2022-03-31,14,2386,194,
糖子,https://www.youtube.com/@user-re1iy6bh2s,2022-04-02,20,3371,194,
Touri Ch. 冬凜,https://www.youtube.com/@himurotouri,2020-12-20,1,140,195,
山奈 ch.,https://www.youtube.com/@yamana2022,2022-11-20,3,789,195,
ChaKi Ch. 青海茶狐,https://www.youtube.com/@aomichaki,2021-12-29,22,2266,195,
納瀾,https://www.youtube.com/@nalan_vtuber,2022-09-21,5,1171,196,
UmineMiKe Ch. 海猫ミケ 海貓米克,https://www.youtube.com/@uminemikech,2021-07-21,80,4749,196,
霧山ウンミ,https://www.youtube.com/@user-bp9vg1gh9z,2021-04-16,33,3117,197,AsteriaLive
DK夜櫻 Ch.,https://www.youtube.com/@dknsurka_ch,2020-09-21,16,5484,197,
安全第一SafetyNO1,https://www.youtube.com/@safetyno1,2012-08-09,130,995,197,
雲際線工作室Cloud Horizon【官方頻道】,https://www.youtube.com/@cloudhorizonhp,2023-01-07,1,3061,199,雲際線工作室
祈雪ムナイCh.祈雪慕奈,https://www.youtube.com/@ch.325,2020-12-09,38,3376,199,
走路馬卡龍,https://www.youtube.com/@user-sn7zr4gw6c,2014-04-19,16,2809,200,
Rin_LuluRin,https://www.youtube.com/@rin_lulurin,2020-06-19,148,8166,200,
ÊdgeXD ch. 艾曲,https://www.youtube.com/@aiquxd,2021-02-14,477,14876,200,
